Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
FOURTWELVE (412) Entertainment,http://www.412.com.au,,Entertainment,11-50 employees,"Surry Hills, New South Wales",Privately Held,,"50 Reservoir St, Studio 8, Surry Hills, New South Wales 2010, AU", , ,"Film Production , Branded Entertainment , Original content , Storyworld creators, Television Production , multiplatform integration , marketing , directing , Creative direction , Innovation and Ideation , Brainstorming and collaboration , Transmedia Strategy , Content strategy , Media Distribution , Video production, Digital storytelling , and storytelling"
Weddings Parties Entertainment,https://weddingspartiesentertainment.com.au/,422467676,Entertainment,2-10 employees,"Tarneit, Victoria",Sole Proprietorship,2017,"7 Ramona Ct, Tarneit, Victoria 3029, AU",-37.842706,144.676123,"Wedding Entertainment, Corporate Entertainment, Wedding DJ, Wedding MC, Party DJ, Party MC, Corporate DJ, Corporate MC, and Events Management"
A-List Entertainment,http://www.alist.com.au,,Entertainment,11-50 employees,"Petersham, New South Wales",Privately Held,1998,"432 Parramatta Rd, Petersham, New South Wales 2049, AU",-33.888283,151.16003, 
Pop Family Entertainment,http://www.popfamilyentertainment.com,94607990,Entertainment,2-10 employees,"St Leonards, NSW",Privately Held,2017,"45/6 Herbert St, St Leonards, NSW 2065, AU",-33.823701,151.193325, 
Infinity Entertainment,http://www.infinityentertainment.com.au,,Entertainment,2-10 employees,"Ballarat, Victoria",Sole Proprietorship,,"PO Box 602W, Ballarat, Victoria 3350, AU",-37.563892,143.852395, 
Merlin Entertainments,http://www.merlinentertainments.biz,,Entertainment,"10,001+ employees",,Privately Held,1999, ,-31.03113,151.53233,"Location-based Entertainment, Visitor Attractions, Hotels, Holiday Villages, Theme Parks, Entertainment, Resorts, Customer Experience, Memorable Experiences, Hospitality, Tourism, and Leisure"
Debonair - Aerial Entertainment,http://www.debonairentertainment.com,,Entertainment,2-10 employees,"Leichhardt, NSW",Sole Proprietorship,2012,"Office, Leichhardt, NSW 2040, AU",-33.862648,151.170554,"Aerial Acts, Corporate, Production, Special Events, Entertainment, Creative Direction, Choreography, and Design"
Evoke Entertainment,https://evokeentertainment.com.au,02 9584 0673,Entertainment,11-50 employees,"Sydney, NSW",Privately Held,2007,"Sydney, NSW 2000, AU", , , 
Sentient World Entertainment,http://www.facebook.com/sentientwe,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2013,"Head Office, Sydney, NSW 2000, AU", , ,"Entertainment, Live Events, Productions, and Theatre"
Glamor Entertainment,http://GlamorEntertainment.com.au,,Entertainment,2-10 employees,"Sydney, NSW",Sole Proprietorship,2007, , , ,"bucks parties, poker nights, hens parties, bucks party boat cruises, female strippers, male strippers, topless waitresses, and nude waitresses"
FREAK Entertainment,https://www.freakvr.com.au,280033348,Entertainment,11-50 employees,"Penrith, New South Wales",Public Company,2019,"123 Mulgoa Rd, iFLY Downunder building, Penrith, New South Wales 2750, AU", , , 
Dargie Entertainment,http://www.dargieentertainment.com.au,430110824,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2008,"1, Sydney, NSW  AU", , , 
Funky Bunch Entertainment,https://www.funkybunch.com.au,,Entertainment,11-50 employees,"Yarraville, Vic",Privately Held,2005,"3 harris Street, Studio 11C, Yarraville, Vic 3013, AU",-37.818727,144.879064,"Pub Trivia, Bingo, Emcees, Social Events, Custom Shows, Fundraising, Pop Culture, Music Trivia, Corporate Entertainment, and Sports Clubs"
Ruby Entertainment,http://rubyentertainment.com.au,,Entertainment,2-10 employees,"Abbotsford, Victoria",Privately Held,2000,"4 Bloomburg St, Abbotsford, Victoria 3067, AU",-37.801583,144.996886,"Producers of Television, Film and Online Content, Producing, Script Feedback, Finance, Consultancy, Creative Development, Television Producers, Film Producers, Online Producers, Comedy Producers, Drama Producers, and Script Development"
Stealth Entertainment,http://www.stealthentertainment.com.au,,Entertainment,51-200 employees,"Glen Huntly, Victoria",Public Company,2009,"18 Rothschild Street, Glen Huntly, Victoria 3163, AU",-37.891018,145.039719,"Event Management, Promotions, Talent Management, Clubs / Concerts / Tours, and Consultants"
Mayhem Entertainment,http://www.mayhem-entertainment.com,,Entertainment,2-10 employees,"Sydney, NSW",Sole Proprietorship,2013,"Sydney, Sydney, NSW 2000, AU", , , 
NHM Entertainment,http://www.nhmentertainment.com.au,,Entertainment,2-10 employees,,Privately Held,,"55 Henry Street, Leichhardt,  2040, AU", , , 
Imbue You Entertainment,http://www.joeystheory.com,,Entertainment,2-10 employees,"Byron Bay, New South Wales",Privately Held,2007,"Byron Bay, New South Wales 2481, AU",-28.652511,153.613419,"entertainment, ethical, love, paradigm shift, revolutionary, secure, law of behaviour, joey's theory, ladder of insecurity, mental health, sincerity, leading edge of human evolution, keynote speaker, environmental conservation, and nature love"
Crave Entertainment.,http://www.crave-entertainment.com.au,,Entertainment,51-200 employees,"Melbourne, VIC",Partnership,2011, ,-19.55592,127.662173,"Merchandise Sellers, Event Staff, Social Media, Online Promotions, and Promoter"
Whirlwind Entertainment,http://www.whirlwindent.com,,Entertainment,2-10 employees,,Privately Held,, , , , 
ONE Sports & Entertainment,http://www.omgc.com.au,,Entertainment,2-10 employees,"Melbourne , VIC",Privately Held,2006,"Melbourne , VIC  AU",-37.825071,144.978682,"Talent Management, Sports Marketing Strategy, Consulting, and Public Relations & Events"
Sambaliscious Brazilian Entertainment,http://www.sambaliscious.com.au,,Entertainment,2-10 employees,"Brisbane, Qld",Sole Proprietorship,2008,"474 Ipswich Road, Annerley, Brisbane, Qld 4103, AU",-27.510172,153.032937,"Brazilian Entertainment, Team Building, Corporate Shows, and Dance classes"
Pro Star Entertainment,http://www.prostarent.com.au,1300113225,Entertainment,2-10 employees,,Public Company,2017,VIC  AU,-37.014348,143.480452,"Talent Management and Consulting Services , Events and Corporate Entertainment , and Fundraising and Auction Services"
Big Top Entertainment and Events,https://www.bigtopentertainment.com.au/,0427 770 550,Entertainment,2-10 employees,"Loganlea, QLD",Privately Held,,"Loganlea, QLD 4131, AU", , ,"Corporate Entertainment, Aerialists and Acrobats, Face and Body Art, Promo Dancers and Models, Parties and Event Hire, Roving and Ground Acts, and Themed Events"
Newtone Entertainment,https://www.newtoneentertainment.com.au/,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2005,"10/171 Lower Gibbes Street, Chatswood, Sydney, NSW 2067, AU",-33.784591,151.198896,"Special Effects, Design & Consultancy, Project Management, Technical Production, and Research & Development"
PARC Entertainment Capital,http://www.parcentertainment.capital,,Entertainment,2-10 employees,"Brisbane, QLD",Privately Held,2020,"Brisbane, QLD 4000, AU",-27.469309,153.026164, 
Jack Rodgers Entertainment,https://jackrodgers299.wixsite.com/website/about,,Entertainment,0-1 employees,"Eastwood, New South Wales",Self-Employed,2017,"18 Glendower Ave, Eastwood, New South Wales 2122, AU", , ,"Entertainment, Event Hosting, Social Media Influencing, Public/Motivational Speaking, and Singing/Acting/Dancing"
ZODIAC ENTERTAINMENT LTD,http://zodiacentertainment.co.nz/,,Entertainment,2-10 employees,,Privately Held,2009, , , , 
Black Olive Entertainment,http://www.blackoliveentertainment.com.au,0415 541 285,Entertainment,2-10 employees,"Mount Gambier, South Australia",Sole Proprietorship,2019,"Mount Gambier, South Australia 5290, AU", , ,"Karaoke Hosting For Venues & Clubs, Live Music Acts, Wedding DJ, Wedding Singers, Wedding Emcees, Emcees, DJ Services, Private Party Entertainment, Live Acts, Entertainment, and Corporate Party Entertainment"
KNEWK Entertainment,http://knewk.com,,Entertainment,0-1 employees,"Saunders Beach, QLD",Public Company,,"Saunders Beach, QLD 4818, AU",-19.157201,146.606787, 
Shock Entertainment Pty Ltd.,http://www.shockoff.com/,,Entertainment,11-50 employees,"Northcote, Victoria",,,"200 Beavers Road, Northcote, Victoria 3070, AU",-37.76508,144.985435, 
Inventive Entertainment,http://www.inventive-entertainment.com,,Entertainment,2-10 employees,"Melbourne, VIC",Privately Held,2003,"Level 2, 35 Schild Street, Yarraville, Melbourne, VIC 3013, AU", , ,"Film, Television, and Internet Marketing"
Immaculate Entertainment,https://www.immaculateproductions.com/entertainment/,,Entertainment,11-50 employees,"Sydney, NSW",Partnership,,"Sydney, NSW 2000, AU", , , 
Sessions Entertainment,http://www.sessions.com.au,,Entertainment,11-50 employees,,Self-Employed,,"4012, AU",-27.397398,153.054876, 
Live Nation - Entertainment and Events, ,,Entertainment,2-10 employees,,Partnership,2020,"Melbourne ,   AU",-37.825071,144.978682,"Entertainment , Events, Touring acts, bespoke enertainment, Festivals , branded activations, Programming , Marketing , Hospitality, Live shows, streamed events , music , content, live content, promotions , publicity , celebrity , touring, Arts, agency , Music curation , Sponsorships, Licensing , Digital content , Talent agency, music bookings, and special events"
AUSMIX Entertainment, ,,Entertainment,2-10 employees,"Brisbane, QLD",Self-Employed,2014,"Brisbane, QLD 4000, AU", , ,"Mobile DJ Hire, Professional Lighting, Live Sound, Event Management, and Equipment Servicing"
Xabc Entertainment,http://www.xabc.com.au,401406416,Entertainment,2-10 employees,"Patonga, NSW",Public Company,2005,"60 Bay St, Patonga, NSW 2256, AU",-33.551991,151.269684, 
2tones entertainment,http://www.2tonesent.com.au,412982949,Entertainment,2-10 employees,"Keilor East, VIC",Self-Employed,2016,"Keilor East, VIC 3033, AU",-37.738346,144.856086, 
CinCin Entertainment,http://www.cincin.com.au,,Entertainment,2-10 employees,,Partnership,1998,"2048, AU",-33.893033,151.166168,Live music events
VRCade Entertainment,http://www.vrcadeentertainment.com,,Entertainment,2-10 employees,"Sydney, New South Wales",Sole Proprietorship,2016,"Sydney, Sydney, New South Wales  AU",-33.868633,151.209421, 
Dems Entertainment,https://demsentertainment.com/,,Entertainment,2-10 employees,"Watson, ACT",Privately Held,,"49 Phillip Ave, Watson, ACT 2602, AU",-35.240347,149.149185, 
Sugar Filly Entertainment, ,,Entertainment,2-10 employees,,Sole Proprietorship,, , , , 
DanceCircus Entertainment,https://dancecircus.com,61421541860,Entertainment,0-1 employees,"Sydney, NSW",Self-Employed,2004,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
Simply Entertainment,http://simplyentertainment.com.au,,Entertainment,2-10 employees,"Perth, Western Australia",Privately Held,2015,"Longstaff Gardens, Perth, Western Australia 6059, AU", , ,"Perth DJ Hire, Perth Wedding DJ, Corporate DJ Hire, and Perth DJ Services"
Blue Flames Entertainment,https://blueflames1104.wixsite.com/blueflames,,Entertainment,2-10 employees,"Melbourne, Victoria",Sole Proprietorship,2009, ,-33.685687,150.407402,"DJ, Photobooth, Karaoke, Instaprint, and Entertainment"
Sapphire Entertainment Melbourne,https://www.sapphiremelbourne.com.au,468993904,Entertainment,2-10 employees,,Privately Held,2010,"melbourne, victoria 3025, AU",-37.825071,144.978682, 
1UP Entertainment,http://www.facebook.com/1UPEvents/,,Entertainment,2-10 employees,"Docklands, Victoria",Public Company,2018,"65 Dudley St, Docklands, Victoria 3008, AU",-37.818898,144.948291, 
Strategic Entertainment Pty Ltd,http://www.strategic-e.com/,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,,"Level 20, Tower A, The Zenith Centre, 821 Pacific Highway, Sydney, NSW 2067, AU",-33.868633,151.209421, 
Juke Entertainment,http://www.jukeentertainment.com.au/,423500561,Entertainment,2-10 employees,"Canberra, ACT",Privately Held,2015,"Canberra, ACT 2614, AU",-35.29885,149.127306, 
Hylyte Entertainment,http://www.hylyte.co,,Entertainment,2-10 employees,"Perth, WA",Sole Proprietorship,2010,"Perth, WA 6000, AU",-31.956035,115.847023, 
Sonnix Entertainment,http://www.sonnix.com.au,,Entertainment,2-10 employees,,Privately Held,2007, ,-19.55592,127.662173,DJ & Event Services and Production Equipment Hire
Voodoo Entertainment,http://www.voodooentertainment.com.au,,Entertainment,2-10 employees,"Sydney, NSW",Partnership,, ,-36.755134,141.842136, 
Oppy Entertainment,http://oppyentertainment.com,,Entertainment,2-10 employees,"Coffs Harbour, NSW",Privately Held,2008,"PO Box 1101, Coffs Harbour, NSW 2450, AU",-30.290583,153.114278, 
N2C Entertainment,http://www.n2c.net.au/,,Entertainment,11-50 employees,"Box Hill, Victoria",Public Company,,"1 Main St, Box Hill, Victoria 3128, AU", , ,"Board game, PC Parts, Web Design, PC Hardware repair, PC game, Darts, and Internet"
Daroc Entertainment,http://darocentertainment.wixsite.com/darocentertainment,,Entertainment,11-50 employees,"Sydney, Please select",Self-Employed,2015,"Abbotsbury, Sydney, Please select 2176, AU",-33.870942,150.884093, 
Onshore Entertainment,https://www.linkedin.com/in/simon-smith-1aa21071/,,Entertainment,2-10 employees,"Mount Martha, VIC",Sole Proprietorship,2017,"PO Box 705, Mount Martha, VIC 3934, AU",-38.275444,145.030734, 
PHOA Entertainment,http://www.phoaentertainment.com,,Entertainment,0-1 employees,"Adelaide, South Australia",Sole Proprietorship,2019,"Adelaide, South Australia 5051, AU",-34.929075,138.602578, 
MyLane Entertainment,http://www.mylaneentertainment.com.au,,Entertainment,2-10 employees,"Fortitude Valley, Queensland",Privately Held,2018,"Brunswick St, Fortitude Valley, Queensland 4006, AU",-27.458535,153.035375, 
Live Entertainment WA,http://www.livewa.com.au,403466513,Entertainment,2-10 employees,"Balcatta, Western Australia",Nonprofit,,"Gibberd Rd, Balcatta, Western Australia 6021, AU",-31.867389,115.819136, 
Front Row Entertainment,http://www.frontrowent.com.au,0422 391 533,Entertainment,11-50 employees,"Fitzroy, Victoria",Public Company,2018,"189 Brunswick St, Fitzroy, Victoria 3065, AU",-37.801824,144.977659, 
Live Entertainment Agent ,https://joana065.wixsite.com/website-6,61404509819,Entertainment,0-1 employees,"Sydney , nsw",Self-Employed,2019,"Sydney , nsw  2170, AU",-33.901541,151.198098, 
Witchenini Entertainment ,https://www.witcheninientertainment.com/,473243427,Entertainment,0-1 employees,"Southbank, Victoria",Public Company,2020,"83 Whiteman St, 83, Southbank, Victoria 3006, AU",-37.823364,144.95633,"Fim, TV, Writer, Director, Producer, Music Videos, Editing, Design, Actor, Shorts, Film Maker, and Film Production"
Galaxez Entertainment,https://www.thegalaxez.com/,,Entertainment,2-10 employees,"Unanderra, NSW",Partnership,2018,"1/38 Investigator Drive, Unanderra, NSW 2526, AU",-34.462267,150.842456,"Music producer, management, and talent"
Disney Theatrical Group,http://www.disneyonbroadway.com,,Entertainment,51-200 employees,,Public Company,1994, ,-21.8,146.93333,"Theatre, Live Entertainment, Performing Arts, Theatrical Licensing, Theatrical Producing, and Group Sales & Special Events"
Buttermint Entertainment,http://www.buttermint.com.au,34850522,Entertainment,2-10 employees,"Woolloongabba, Queensland",Public Company,2015,"5/62 Didsbury St, Woolloongabba, Queensland 4169, AU",-27.486563,153.037102, 
