Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Silk Oil of Morocco Official,http://www.silkoilofmorocco.com,,Cosmetics,11-50 employees,"Brisbane, Clontarf",Public Company,2002,"Unit 13, 9 -11 Redcliffe Gardens Drive, Brisbane, Clontarf 4019, AU",-27.96667,151.21667,"Professional Hair Care infused with Cold Pressed Certified Organic Argan Oil, Professional Skin Care infused with Cold Pressed Certified Organic Argan Oil, Professional Cosmetics infused with Cold Pressed Certified Organic Argan Oil, and Direct Selling"
Affinage Professional,http://www.affinage.com.au/,+61 7 3823 4566,Cosmetics,51-200 employees,"Capalaba, Queensland",Public Company,1988,"14, India Street, Capalaba, Queensland 4157, AU",-27.530851,153.203778,"Professional Only Brand, Professional Salon Products, Hair Care, Australian Owned, PETA Members, Education, ANZ wide dsitribution, and Asia wide distribution"
Ozdare,http://ozdare.com/,,Cosmetics,51-200 employees,"Sunshine West, VIC",Privately Held,2000,"7 Endeavour Way, Sunshine West, VIC 3020, AU",-37.815582,144.820622, 
SISTERWOULD,http://www.sisterwould.com,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2020, , , ,"skincare, haircare, sulphatefree, hair care, skin care, clean, cleanbeauty, toxicfree, sustainable, accessible, inclusive, shampoo, conditioner, beauty, and skincare"
Le Reve,http://www.lereve.com.au,,Cosmetics,11-50 employees,"Baulkham Hills, NSW",Privately Held,,"2 Columbia Court, Baulkham Hills, NSW 2153, AU",-33.731588,150.969373, 
Santanol – Pure Ethical Sandalwood,https://www.santanol.com,+61 (0)8 9242 1594,Cosmetics,11-50 employees,"Perth, Western Australia",Public Company,1999, ,-33.604578,150.822895,"Producer of Santalum album oil and wood products, Sustainable management practices, Sustainability, Essential oils, Fragrance market, Aromatherapy industry, Ethical products, Cosmetics, Sandalwood, Santalum album, and Natural"
Sydney Essential Oil Co,http://www.seoc.com.au,,Cosmetics,11-50 employees,"St Peters, NSW",Privately Held,,"St Peters, NSW 2044, AU",-33.920348,151.169385, 
Iridis Cosmetics - 'Makeup Made Simple',http://www.iridis.com.au,,Cosmetics,2-10 employees,"Newport West, Victoria",Privately Held,2009,"Po Box 3100, Newport West, Victoria 3015, AU",-37.837628,144.882222,"Makeup Services (Weddings, Special Events), Teaching you to feel amazing about yourself, Makeup Parties where we demystify makeup for you!, Corporate and Personal Photo Shoots, Teaching you all the tricks and tips, and Tailored one-on-one makeup lessons"
Le Beauty,http://www.lebeauty.com.au,,Cosmetics,11-50 employees,"Richmond, VIC",Sole Proprietorship,2004,"Lower Ground, 3-7 Shelley Street, Richmond, VIC  AU",-37.810322,144.993998,"Tanning, Nails, Haircare, Waxing, Beauty Wholesale, Skincare, Makeup, Eyelash, Eyebrow, Training, Beauty Training, Salon Supplies, Official Stockist, Beauty Supplies, Nail Supplies, Hair Supplies, Tanning Supplies, and Waxing Supplies"
New Laboratories Cosmetic Manufacturing,http://newlabs.com.au/,,Cosmetics,11-50 employees,"Moorabbin, Victoria",Privately Held,2017,"102 Keys Rd, Moorabbin, Victoria 3189, AU",-37.941542,145.057782,"Organic formulations, Colour Cosmetics, Hair Care, Baby Care, Filling, Formulations, Skin Care, Regulatory, and Full Service"
Rejuvenation Clinics of Australia,https://www.rejuvaustralia.com.au/,,Cosmetics,11-50 employees,"Sydney, New South Wales",Privately Held,2000,"254 George St, Sydney, New South Wales 2000, AU",-33.864389,151.207694,"Cosmetic Medicine, Body Sculpting, Liposuction, Injectable Fillers, Facial Rejuvenation, Dermal Fillers, Facials, Botox Cosmetic, Body Contouring, and Cosmeceuticals"
My Glow 2.,http://www.myglow2.com.au,,Cosmetics,2-10 employees,,Privately Held,2019,"Melbourne ,   AU",-37.825071,144.978682, 
The Startup Collective,http://www.thestartupcollective.com.au,,Cosmetics,2-10 employees,,Privately Held,,"Sydney,   AU",-33.868633,151.209421, 
Soap Solutions,http://www.soapsolutions.com.au,,Cosmetics,11-50 employees,"Sydney, New South Wales",Privately Held,1993,"Unit 3, The Metro 2 Apollo Street Warriewood, Sydney, New South Wales 2102, AU",-33.67909,151.289267,"Contract Soap Manufacturing, Customer Service, Industry Leaders in Manufacturing Technologies, and Specialists in Raw Materials"
Agence de Parfum,http://agencedeparfum.com.au,,Cosmetics,11-50 employees,"Redfern, New South Wales",Privately Held,2008,"55 Renwick St, Redfern, New South Wales 2016, AU",-33.890829,151.201936, 
Eyelash Extension Specialists,http://sydneyeyelashextensions.com,,Cosmetics, ,"Newtown, New South Wales",,, ,-37.831069,140.791858, 
APPELLES Apothecary & Lab,http://appelles.com/,,Cosmetics, ,,,,"4-6 Meeks Road, Marrickville, New South Wales 2204, AU",-33.910763,151.162884, 
Colorpop Cosmetics, ,,Cosmetics, ,"Maroochydore, Queensland",,, ,-37.800587,144.899731, 
James Cosmetics,http://www.jamescosmetics.com,,Cosmetics,2-10 employees,"Bundall, Queensland",Privately Held,,"18 Ashmore Rd, Bundall, Queensland 4217, AU",-28.011374,153.41018, 
Younique Cosmetics, ,,Cosmetics, ,,,, ,-37.800587,144.899731, 
LS Global Pty Ltd,http://www.origani.com.au,,Cosmetics,11-50 employees,"Braeside, Victoria",Privately Held,,"118 Malcolm Rd, Braeside, Victoria 3195, AU",-38.012344,145.117344,"Cosmetics, Skincare, Makeup, Beauty, Vegan, Cruelty-free, Organic Skincare, Naturally-derived Skincare, Certified-organic, and Luxury Cosmetics"
Aesthetic Life,http://www.aestheticlife.com.au,,Cosmetics,2-10 employees,,Public Company,2013,"Sydney,   AU",-33.868633,151.209421, 
SALT BY HENDRIX,http://www.saltbyhendrix.com,,Cosmetics,11-50 employees,"Silverwater, NSW",Privately Held,,"Silverwater, NSW  AU",-33.103061,151.557977, 
G&M Cosmetics ,https://gandmcosmetics.com.au/,,Cosmetics,11-50 employees,"Taren Point, New South Wales",Privately Held,1996,"2-14 Atkinson Rd, Taren Point, New South Wales 2229, AU",-34.022851,151.130371,"natural skincare, skincare manufacturer, ISO 9001, organic certified, australian made, and indigenous ingredients"
Dutjahn Sandalwood Oils Pty Ltd. ,http://www.dutjahn.com,,Cosmetics,2-10 employees,"Osborne Park, Western Australia",Privately Held,2017,"14 Collingwood St, Osborne Park, Western Australia 6017, AU",-31.90056,115.812587,"Sandalwood Oil, Essential Oil Distillation, Santalum spicatum, Indigenous Business, and Kalgoorlie Business"
ELEVEN Australia North America,https://elevenaustralia.com,,Cosmetics,2-10 employees,"Collingwood, Victoria",Privately Held,2011,"73 Cromwell St, Collingwood, Victoria 3066, AU",-37.806237,144.989869, 
VANI-T,http://www.vani-t.com,,Cosmetics,11-50 employees,"Adelaide, South Australia",Privately Held,2004,"464 Pulteney Street, Adelaide, South Australia 5000, AU",-34.934722,138.606718,"Spray Tanning, Mineral Cosmetics, Bodywear, and Skincare"
Leif Products,http://www.leifproducts.com,,Cosmetics,2-10 employees,"Surry Hills, New South Wales",Privately Held,,"61 Marlborough St, 67, Surry Hills, New South Wales 2010, AU",-33.885877,151.212781,"Australian Beauty, Clean Beauty, Amenities, Skincare, Haircare, Beauty, Australian Botanicals, Natural Beauty, Wellness, Lifestyle, and Selfcare"
BIOLOGY Smart Skincare,http://biologyskin.com/,,Cosmetics, ,,,,"4-6 Meeks Road, Marrickville, NSW 2204, AU",-33.910763,151.162884, 
COCOOIL,http://www.cocooil.com.au,,Cosmetics,11-50 employees,NATURAL SUNCARE,Privately Held,2013, , , , 
Margifox Distributors,http://www.margifox.com.au,1300 850 008,Cosmetics,11-50 employees,"Noosaville, Queensland",Privately Held,1999, ,-19.571149,147.402262,"skin care, cosmetics, and beauty industry"
The Bearded Chap,http://www.thebeardedchap.com,,Cosmetics,2-10 employees,"East Brisbane, Queensland",Privately Held,2013,"47 Manilla St, East Brisbane, Queensland 4169, AU",-27.480753,153.042172,"Beard Oil, Beard Grooming, Shaving Products, Mustache Wax, Beard & Hair Combs, Beards, Gentlemen Grooming Products, Beard Balm, and Beard Wash"
PUMP Haircare,https://pumphaircare.com/,,Cosmetics,11-50 employees,,Privately Held,2017,"Chatswood,  2067, AU",-33.796248,151.177992, 
Jasmin Organics,http://www.jasminorganics.com,,Cosmetics,11-50 employees,"Tamborine Mountain, QLD",Privately Held,1999,"197 Long Road, Tamborine Mountain, QLD 4272, AU",-27.927171,153.198828,"Organic Skin Care, Luxury Skin Care, Premium Skin Care, Natural Skincare, and Organic Beauty"
LYCON Cosmetics HQ: Australia,http://www.lycon.com.au,,Cosmetics,51-200 employees,"West End, Queensland",Privately Held,1978,"115 Jane Street, West End, Queensland 4101, AU",-27.477379,153.005733,"Waxing Products, Beauty, Skincare, and Beauty Treatment Training"
Refine Cosmetic Clinic,http://refineclinic.com/index.html,,Cosmetics,11-50 employees,"Bondi Junction, NSW",Privately Held,,"Westfield Tower 2, 2/101 Grafton Street, Bondi Junction, NSW 2022, AU",-33.895884,151.249252,"Breast augmentation, Breast lift, Breast reduction, Nipple repair, Liposuction, Male breast reduction, Male abdominal etching, Blephroplasty, Face lift, S lift, Tummy tuck, Brow lift, Cheek implants, and Chin implants"
Mukti Organics,http://muktiorganics.com,754352111,Cosmetics,11-50 employees,"Maleny, Queensland",Privately Held,2000,"37 Coral St, Maleny, Queensland 4552, AU",-26.761343,152.848888, 
lük beautifood Pty Ltd,http://www.lukbeautifood.com,,Cosmetics,2-10 employees,"Belrose, New South Wales",Privately Held,2012,"Warehouse 1,, 13b Narabang Way, Belrose, New South Wales 2085, AU",-33.706419,151.211834,"100% Natural Makeup, New Product Development, Customer Service, and Online Marketing"
Glow By Michelle Mura,http://glowbymichellemura.com,410387721,Cosmetics,0-1 employees,"Sydney, New South Wales",Sole Proprietorship,2020,"Sydney, New South Wales 2000, AU",-33.868125,151.207973, 
Neon Cosmetics Pty Ltd,http://neoncosmetics.com.au/,,Cosmetics,51-200 employees,"Bayswater, Victoria",Privately Held,1987,"39 London Drive, Bayswater, Victoria 3153, AU",-37.844985,145.281254,"GMP Certified, SEDEX Member, Product formulation, manufacturing, quality assurance & quality control, regulatory affairs and compliance, and Full Private Label services"
Organic Nation,http://www.organicnation.com.au,,Cosmetics,11-50 employees,"Brighton, Victoria",Privately Held,2015,"202 Bay Street, Brighton, Victoria 3186, AU",-37.904896,144.999014,"Results driven botanical skincare, Inspired body treatments with authentic rituals, and High performance botanical haircare"
Incolabs Pty Ltd,http://www.innoxa.com.au,,Cosmetics,11-50 employees,,Privately Held,, ,-38.094211,144.368721,Marketing & Distribution
All Saint Clinic and Le Petit Saint,https://allsaintsclinic.com.au/,+61 2 9696 5050,Cosmetics,11-50 employees,"Double Bay, New South Wales",Privately Held,,"50 Bay St, Double Bay, New South Wales 2028, AU",-33.875569,151.241817,"skincare, facial care, skin treatment, beauty, dermal therapy, wellness, nutrition, non-surgical, cosmetic, liquid facelift, laser, heal lite, peel treatment, and retail"
Cosmetic Nurse Co,http://www.cosmeticnurseco.com,,Cosmetics,2-10 employees,"Yarraville, VIC",Partnership,2017,"28 Birmingham St, Yarraville, VIC 3013, AU",-37.815329,144.889784, 
Kryolan Professional Make-Up Australia,http://www.kryolan.com.au,,Cosmetics,11-50 employees,"Braeside, VIC",Privately Held,,"86 Woodlands Drive, Braeside, VIC 3195, AU",-38.012344,145.117344,"Cosmetics, Professional Make-Up, Education & Training, and Theatrical Make-Up & Special Effects"
Perfume by Nature,http://www.perfumebynature.com.au,,Cosmetics,2-10 employees,"Central Coast, NSW",Privately Held,2008,"Central Coast, Central Coast, NSW  AU",-33.427354,151.445776,Perfume Custom Design and Natural Perfumery
Nudie Glow,http://www.nudieglow.com,,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,2016,"Melbourne, VIC 3000, AU",-37.813046,144.962398, 
Make UP Cosmetics,http://www.makeup-cosmetics.com.au,,Cosmetics,2-10 employees,"Alexandria, NSW",Public Company,2009,"Unit 52, 20-28 Maddox st, Alexandria, NSW 2016, AU",-33.909808,151.192961,Make Up Manufacturing and Natural Makeup manufacturer
Naked Tan,http://www.nakedtan.com.au/,,Cosmetics,11-50 employees,"Alexandria, NSW",Privately Held,2007,"85 Bourke Road, Alexandria, NSW 2015, AU",-33.919667,151.187554,"Spray Tan, Beauty, and Cosmetics"
Ayushman Herbals,http://www.ayushmanherbals.com,,Cosmetics,11-50 employees,,Privately Held,2012, ,-34.913274,138.666993,"Beauty care products-Face creams, Hair oil, Hair Cool oil, Shampoo,, Cleansing creams, Facial Scrubs Soaps, body lotions, Health care products -Herbal water, Weight loss, Memory Boosters, Joint pains, Diabetic,, and Blood Pressure, Mosquitos spray,herbal tea"
Brisbane Anti Wrinkle & Skin Studios,https://antiwrinklebrisbane.com.au/,,Cosmetics,11-50 employees,"East Brisbane, Queensland",Privately Held,,"971 Stanley St E, East Brisbane, Queensland 4169, AU",-27.488474,153.046911, 
Wrinkles Schminkles,http://www.wrinklesschminkles.com,61414655144,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2015, , , , 
Barbara.com, ,,Cosmetics, ,,,, , , , 
SAX International Pty Ltd,http://www.saxinternational.com.au,,Cosmetics,51-200 employees,,Privately Held,,AU, , , 
Forever Flawless,http://www.foreverflawless.com.au,,Cosmetics,2-10 employees,,Partnership,,"3000, AU",-37.813046,144.962398, 
Miss Eyelash,http://www.misseyelash.com.au,+61 425 388 973,Cosmetics,2-10 employees,"Mt Eliza, Vic",Sole Proprietorship,2010,"The Village, Mt Eliza, Vic 3930, AU",-38.186008,145.092034, 
Permanent Makeup,http://www.pixissive.com,,Cosmetics,51-200 employees,,Self-Employed,2012, ,-33.427356,151.332415, 
Victorian Cosmetic & Dermal,http://victoriancosmetic.com.au/,,Cosmetics,11-50 employees,"Berwick, VIC",Privately Held,2005,"26 Clyde Road, Berwick, VIC 3806, AU",-38.033206,145.34299,"laser hair removal, laser tattoo removal, skin treatments, low intensity laser therapy, microdermabrasion, cosmetic injections, chemical peels, photo rejuvenation, and skin needling"
Mirenesse Cosmetics,http://www.mirenesse.com,,Cosmetics,11-50 employees,"Melbourne, Vic",Privately Held,1999,"PO Box , Melbourne, Vic 3036, AU",-37.825071,144.978682, 
Agencie+,http://www.agencieplus.com.au,+61 2 9411 5550,Cosmetics,11-50 employees,"Sydney, NSW",Sole Proprietorship,2015,"Sydney, NSW 2068, AU",-33.901541,151.198098,"Cosmetics, Sales, Sell-through Eventing, Brand Education, and Eventing"
SEASOUL COSMETICS,http://www.seasoulcosmetics.com,,Cosmetics,11-50 employees,,Privately Held,2013, ,-37.800587,144.899731,"Natural Origin Harmful Chemical Free Dead Sea based Cosmetics, Professional & Consumer Range, Body Scrub & Body Massage Dead Sea Candle, Spa & Salon Skin Care Range, MakeUp, Color Cosmetics, Lead Free, and Skill Training Academy"
McArthur Skincare,http://mcarthurskincare.com,,Cosmetics,11-50 employees,"Perth, WA",Public Company,2010, ,-16.289062,135.832311,"Therapeutic Products, Skincare Products, Hair Care Products, Natural Products, PawPaw Products, Papaya Products, Cosmetic Products, Papaw Products, Health Care Products, McArthur Pawpaw Extract™, Eczema Relief, Arthritis Relief, and Psoriasis & Dermatitis Relief"
La Mav,http://www.lamav.com,,Cosmetics,11-50 employees,"Castle Hill, NSW",Privately Held,2008,"37/ 7 Salisbury Rd, Castle Hill, NSW 2154, AU",-33.730258,150.976404,"Skin Care, Anti Aging, Organic, Cosmetics, Cruelty Free, Organic Beauty, Beauty, and Makeup"
EAORON,http://www.eaoron.com.au/,,Cosmetics,51-200 employees,"Sydney, NSW",Privately Held,2014,"5 Rider Blvd, Rhodes, Sydney, NSW 2138, AU",-33.832517,151.086195,"wholesale, social media, health, cosmetics, skincare, skin, and anti aging"
Mismo Body Care,http://www.mismo.com.au,07 53095513,Cosmetics,2-10 employees,"Brisbane, Queensland",Sole Proprietorship,2004,"Brisbane, Brisbane, Queensland  AU",-27.469309,153.026164,"Rejuvenating Gel a special serum to smooth your skin, ACE Vitamin C serum the most amazing skin rejuvenator, Mineral Makeup for a glowing star look, Anti Wrinkle Cream, a Vitamin C moisturiser. You won't find this baby anywhere else in the world, MiSMo MSM powder in a pharmaceutical grade for arthritis and joint pain, and MiSMo Magnesium Gel Forte is applied to provide relief from aches and pains caused by exercise, joint problems and arthritism"
CEMOY,http://www.cemoy.com,,Cosmetics,51-200 employees,"SYDNEY, NSW",Privately Held,2016,"SYDNEY, NSW 2000, AU",-33.901541,151.198098, 
The Australian Natural Soap Company,http://www.theansc.com.au,,Cosmetics,2-10 employees,"Dandenong, Victoria",Public Company,2013,"1/45 Sinclair Rd, Dandenong, Victoria 3175, AU",-37.988425,145.197438,"All natural skincare products, remedies and cosmetic products, environmentally friendly household cleaning products that are grey water friendly, palm oil free, and vegan and handmade cruelty free with no nasty chemicals, sulphates or preservative parabens."
Etoile Collective,http://www.etoilecollective.com.au,,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,,"Melbourne, Australia, Melbourne, VIC 3000, AU",-37.811612,144.960332, 
Fragrances of the World,http://www.fragrancesoftheworld.com/,,Cosmetics,2-10 employees,"Sydney, NSW",Public Company,1982,"PO Box 3014, Blakehurst, Sydney, NSW 2221, AU",-33.868633,151.209421,Fragrance Classifications and Fragrance Information
Artav Australia,http://www.artav.com.au,,Cosmetics,51-200 employees,"Regency Park, South Australia",Privately Held,1950,"575 South Rd, Regency Park, South Australia 5010, AU",-34.855553,138.565845,"Hairdressing, Manufacturing, Exporting, Australian Printing Specialist, Natural Look, Arturo Taverna, Dispel, Caflon Ear Piercing, Girlboy, Luminart, Waxing, and Tanning"
